,des_id,par_idx,text,weak_label,gold_label
4695,352,5,"Bachelor’s degree in computer science, mathematics, statistics, operations research, or related field
1+ years of experience with delivering and maintaining production software products
Experience with the complete software lifecycle
Strong technical writing and oral communication skills
Expertise in one or more core domains involved in machine learning model deployment, including data engineering, model building, MLOps
Experience in productionizing generative AI to solve critical business problems",job,job
13476,988,9,"About the Business LexisNexis Legal & Professional® provides legal, regulatory, and business information and analytics that help customers increase their productivity, improve decision-making, achieve better outcomes, and advance the rule of law around the world. As a digital pioneer, the company was the first to bring legal and business information online with its Lexis® and Nexis® services.",blurb,blurb
25750,1754,6,"WHY SHOULD YOU WORK FOR CRANE? At Crane, we believe in providing our employees with excellent benefits at a Great Place to Work.",comp_benefits,comp_benefits
52524,3752,4,"In this role, you will: Evolve our Ads experience to shape how our members experience Netflix.",job,job
36080,2566,9,Develop and maintain databases and custom applications to improve collaboration and efficacy of target discovery,job,job
23741,1612,8,"Why Jack Henry? At Jack Henry, we pride ourselves through our motto of, ""Do the right thing, do whatever it takes, and have fun."" We recognize the value of our associates and believe much of our company's strength and success depends on their well-being.",job,job
21740,1499,3,"Handle tickets, escalations, and issue resolution across environments. Use GitHub and CI/CD pipelines to ensure quality and consistency in delivery.",job,job
62460,4425,15,"Cross-functional Collaboration: Act as a central resource for customer insights across business units, helping to align strategies with the voice of the customer.",job,job
52084,3722,2,"This is a leadership opportunity at the intersection of data science and biomedical research, enabling high-impact discoveries and building shared infrastructure that accelerates future studies
Job Description
The Data Scientist will lead and support advanced computational biology and biomedical informatics research, working in close partnership with principal investigators and collaborators. A primary focus will be integrating and analyzing large-scale clinical, genomics, proteomics, imaging, and informatics data, with the Penn Medicine Biobank (PMBB) as a central resource.
The Data Scientist will assess project feasibility, contribute to study design, and oversee analytic execution. They will develop and maintain computational pipelines, ensure methodological rigor and reproducibility, and mentor trainees and staff in computational approaches. Additional responsibilities include contributing to manuscripts, grant applications, and presentations at scientific meetings.
This is a leadership opportunity at the intersection of data science and biomedical research, enabling high-impact discoveries and building shared infrastructure that accelerates future studies
Job Responsibilities
Lead the design, development, and execution of computational genomics, multi-omics integration, and biomedical informatics projects in collaboration with the principal investigators.
Collaborate with PIs and PMBB Clinical Informatics and Genomics Core on projects that leverage imaging-derived phenotypes, including working with AI and deep learning methods to extract features from medical images and integrating these into downstream analyses.
Develop and maintain computational pipelines for phenotype generation, data harmonization, and integration across clinical, imaging, and genomic datasets.
Assess feasibility, efficiency, and study design for proposed projects, providing input on timelines and resource planning.
Oversee data analysis workflows to ensure methodological rigor, reproducibility, and scalability.
Apply statistical genetics and bioinformatics methods to conduct biobank-scale analyses.
Contribute to manuscripts, grant applications, and conference presentations.
Mentor and guide trainees, staff, and junior investigators in computational methods and study design.
Provide computational expertise and support to collaborators, including phenotype generation and downstream analysis.
Coordinate with other cores and research groups to build shared infrastructure and tools that expand the impact of PMBB and related resources.
Act as a liaison between the PI’s groups, institutional cores, and external partners to strengthen collaborative research
Position is contingent upon continued funding
Qualifications
Master of Science and 1 to 2 years of experience, or an equivalent combination of education and experience. PhD in Computational Biology, Bioinformatics, Statistical Genetics, Computer Science, or a related field strongly preferred.
Strong record of research in statistical genetics or large-scale omics analysis.
Experience with machine learning or deep learning applications in biomedical research.
Strong publication record in data science, computational biology or related fields.
Proficiency in Python, R, or comparable programming languages; experience with HPC or cloud-based environments.
Excellent communication skills and experience working in cross-disciplinary collaborations.
Resume and cover letter required with application.
Targeted Pay Range: $100,000- $105,000
This Targeted Pay Range is only applicable to this job posting. All salary offers are made based on the candidate’s qualifications, experience, skills, and education as they directly relate to the requirements of the position, as well as internal and market factors and grade profile.
Job Location - City, State
Philadelphia, Pennsylvania
Hybrid Eligible - This position is eligible for a hybrid work schedule with a work week divided between working onsite and working remotely.
Department / School
Perelman School of Medicine
Pay Range
$100,000.00 - $105,000.00 Annual Rate
Salary offers are made based on the candidate’s qualifications, experience, skills, and education as they directly relate to the requirements of the position, and in alignment with salary ranges based on external market data for the job’s level. Internal organization and peer data at Penn are also considered.
Equal Opportunity Statement
The University of Pennsylvania is an equal opportunity employer. Candidates are considered for employment without regard to race, color, sex, sexual orientation, religion, creed, national origin (including shared ancestry or ethnic characteristics), citizenship status, age, disability, veteran status or any class protected under applicable federal, state or local law.
Special Requirements
Background checks may be required after a conditional job offer is made. Consideration of the background check will be tailored to the requirements of the job.
University Benefits
Health, Life, and Flexible Spending Accounts: Penn offers comprehensive medical, prescription, behavioral health, dental, vision, and life insurance benefits to protect you and your family’s health and welfare. You can also use flexible spending accounts to pay for eligible health care and dependent care expenses with pre-tax dollars.
Tuition: Take advantage of Penn's exceptional tuition benefits. You, your spouse, and your dependent children can get tuition assistance here at Penn. Your dependent children are also eligible for tuition assistance at other institutions.
Retirement: Penn offers generous retirement plans to help you save for your future. Penn’s Basic, Matching, and Supplemental retirement plans allow you to save for retirement on a pre-tax or Roth basis. Choose from a wide variety of investment options through TIAA and Vanguard.
Time Away from Work: Penn provides you with a substantial amount of time away from work during the course of the year. This allows you to relax, take vacations, attend to personal affairs, recover from illness or injury, spend time with family—whatever your personal needs may be.
Long-Term Care Insurance: In partnership with Genworth Financial, Penn offers faculty and staff (and your eligible family members) long-term care insurance to help you cover some of the costs of long-term care services received at home, in the community or in a nursing facility. If you apply when you’re newly hired, you won’t have to provide proof of good health or be subject to underwriting requirements. Eligible family members must always provide proof of good health and are subject to underwriting.
Wellness and Work-life Resources: Penn is committed to supporting our faculty and staff as they balance the competing demands of work and personal life. That’s why we offer a wide variety of programs and resources to help you care for your health, your family, and your work-life balance.
Professional and Personal Development: Penn provides an array of resources to help you advance yourself personally and professionally.
University Resources: As a member of the Penn community, you have access to a wide range of University resources as well as cultural and recreational activities. Take advantage of the University’s libraries and athletic facilities, or visit our arboretum and art galleries. There’s always something going on at Penn, whether it’s a new exhibit at the Penn Museum, the latest music or theater presentation at the Annenberg Center, or the Penn Relays at Franklin Field to name just a few examples. As a member of the Penn community, you’re right in the middle of the excitement—and you and your family can enjoy many of these activities for free.
Discounts and Special Services: From arts and entertainment to transportation and mortgages, you'll find great deals for University faculty and staff. Not only do Penn arts and cultural centers and museums offer free and discounted admission and memberships to faculty and staff. You can also enjoy substantial savings on other goods and services such as new cars from Ford and General Motors, cellular phone service plans, movie tickets, and admission to theme parks.
Flexible Work Hours: Flexible work options offer creative approaches for completing work while promoting balance between work and personal commitments. These approaches involve use of non-traditional work hours, locations, and/or job structures.
Penn Home Ownership Services: Penn offers a forgivable loan for eligible employees interested in buying a home or currently residing in West Philadelphia, which can be used for closing costs or home improvements.
Adoption Assistance: Penn will reimburse eligible employees on qualified expenses in connection with the legal adoption of an eligible child, such as travel or court fees, for up to two adoptions in your household.",dei_legal,dei_legal
31369,2195,17,"What You'll Need: Bachelor's Degree in Accounting, Business or Hospital Administration
2 plus years of experience
Master's Degree preferred
Green Belt certification preferred
4 years of experience in healthcare, project management or other related management position",comp_benefits,comp_benefits
4488,333,0,"Job Description
Who We Are
Horizon Media, founded in 1989 by Bill Koenigsberg, is recognized as one of the most innovative marketing and advertising firms. We are headquartered in New York City, with offices in Los Angeles and Toronto. A leader in driving business solutions for marketers, Horizon is known for its highly personal approach to client service. Renowned for its incredible culture, Horizon is consistently named to all the prestigious annual Best Places to Work lists published by Fortune, AdAge, Crain’s New York Business and Los Angeles Business Journal. Together we are building a place of belonging.",job,job
4866,364,1,"Interested in applying your wealth of technical knowledge and experience towards an opportunity in the medical field and improving the lives of people with diabetes? The candidate will be responsible for big data engineering, data wrangling, and data analysis in the Cloud. The role will also contribute to defining and implementing Big Data Strategy for the organization along with driving the implementation of IT solutions for the business. The candidate will be working with other data engineers, data analysts and data scientists to focus on applying data engineering, data science and machine learning approaches to solve business problems.",comp_benefits,comp_benefits
47100,3388,27,Diversity & Inclusion ​,dei_legal,dei_legal
12104,878,19,"Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $170,000 - $720,000.",comp_benefits,comp_benefits
35056,2492,0,"Job Summary Collaborates with the account teams and contracting to identify and isolate variances resulting from over/under payment practices and factoring these into actual-to-expected results. Assist in the development of timely, innovative, objective analysis which lead to fact-based solutions for strategic business issues. Provides customer service to internal and external customers, including meeting quality standards for services, and evaluation of customer satisfaction.",job,job
49455,3547,1,"Employment Type:
Regular Job Code:
A37557",location_sched,location_sched
28960,2006,4,"Health Care Information Systems (HCIS) provides and supports information and communication systems and technology that facilitate quality patient care, progressive medical education, and innovative research.",comp_benefits,comp_benefits
16538,1177,11,"​ The Company reserves the right to modify or change these benefits programs at any time, with or without notice.",comp_benefits,comp_benefits
34408,2444,12,Certain limited aspects of General Duties and Responsibilities items referenced in Section 1 (b) and (d) might be considered “non-essential” in a specific situation. Any request for accommodation must be reviewed on an “individual case” basis.,job,job
34809,2475,12,"You will need to be a US Citizen, (no dual citizens), and be able to obtain and maintain a US DoD TOP SECRET clearance, to support this government contract, as well as successfully pass a drug and background check, in order to meet eligibility requirements for access to classified information.
Desired Skills:
To be effective, ideally, you should also have:",dei_legal,dei_legal
61311,4355,10,"Ensure all customer-facing payment support processes and resolutions align with relevant regulations and industry standards.
Assist in managing payment audit and risk processes, particularly as they pertain to customer interactions and dispute resolution.
Reporting & Continuous Improvement:",job,job
41695,2979,1,"EXAMPLE OF DUTIES
Manages projects and serves as lead technical expert with primary responsibility for condition, performance, and risk assessments, and ensures all contractual requirements are completedCreates, manages, and documents business processes and procedures for conducting asset type condition assessments consistent with Metro expectations and FTA (Federal Transit Administration) Transit Economic Requirement (TERM) 1-5 State of Good Repair (SGR) Asset ScaleOversees the work and serves as a technical resource for all SGR inspectors and consultants performing condition assessments and inspections; may be required to perform condition assessments and inspectionsCreates statements of work for condition assessments of all Metro assetsParticipates in development and enhancement of Enterprise Asset Management (EAM) project Management Information System and/or Financial Information System components and modules; implements standard computerized project tracking and status reporting systemsDevelops guides, standards, and applications and implements inspection procedures, specifically for the collection of condition data into the asset inventory database/ EAM system and reporting of performance and condition dataOversees staff in the input of data and reconciles data gatheredInterprets data on failure analysis, performance incidents, and inspections to inform on risks and condition ratingsInterfaces and coordinates with other departments, regarding Transit Asset Management (TAM)/ SGR projects, programs, funding, policy, and other issuesAssists with analysis and interpretation of data for use in asset prioritization, project development, and lifecycle planningOversees the process of sampling asset data for accuracyConducts trend analysis for identification of possible defects, reports findings, and follows up to resolve issuesParticipates in the design, implementation, and training of inspection staff to ensure data is useful, accurate, and up to date in the EAM/asset inventory databaseAssists with studies and analysis of advanced maintenance practices, including predictive and reliability centered maintenanceServes as technical resource for rehabilitation/ replacement decision-making, developing performance/ condition measures, SGR ratings, and training on data collection/reporting for the asset inventory EAMPerforms data mining of Metro's maintenance management EAM system to monitor and report on performance and conditionsLiaises with asset owners and consultants to help ensure asset inventory, conditions, and costs are updated on a regular basisProvides project management expertise for condition assessments of other asset categories such as buses, rail vehicles, wayside power and control systems, and facilities, when requiredProvides project management support and technical expertise to other Metro departments in areas of project planning, cost, and technical adviceDevelops and oversees condition estimating, cost estimating, budgeting, cost management and control, scheduling, configuration management, and management information system and reporting activitiesMonitors, reviews, and analyzes actual project performance related to budget, cost, and schedules management activitiesIdentifies problems and manages resolution of issues and actions to ensure daily completion of required task efforts involving budget, cost, schedule, and other project management responsibilitiesProvides reporting of critical data to executive management and the Board of DirectorsEvaluates project deliverables for technical quality, compliance with codes and regulations, and conformance to contractual requirementsAnalyzes reports from consultants and validates conclusionsOversees the development, monitoring, and adherence to Metro's policies/procedures, budget, and unit goals and objectivesLeads other professional staff as required by management and policyMaintains, supports, and promotes a safe work environment while complying with all of Metro's safety rules, policies, and proceduresCommunicates and implements safety rules, policies, and procedures in support of the agency's safety vision and goals; and maintains accountability for the safety performance of all assigned employeesContributes to ensuring that the Equal Employment Opportunity (EEO) policies and programs of Metro are carried outMay be required to perform other related job duties",dei_legal,dei_legal
9164,666,12,"​ Compensation may vary outside of this range depending on a number of factors, including a candidate’s qualifications, skills, competencies and experience, and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and this role may be eligible for additional discretionary bonuses/incentives, and restricted stock units.",comp_benefits,comp_benefits
9679,711,7,Flex your interpersonal skills to translate the complexity of your work into tangible business goals,job,job
15247,1108,6,"Responsibilities - What You'II Do
1. Conduct data analysis in LIVE related business, including watching experience, creator ecosystem, agency management, algorithm improvement and etc..
2. Design metrics framework to measure product healthiness, keep tracking of core metrics and understand root causes of metric movements.
3. Conduct scientific evaluation with statistical methods, including A/B testing and casual inference.
4. Identify growth opportunities with data analytics, and drive business decisions. Work with PM/MLE/RD to deliver product and strategy improvement.
5. Research data science theories and methodology, improve analysis efficiency and data product tools.",job,job
62551,4429,5,"Principal Duties and Responsibilities Act as the primary point of contact for all FP&R activities within the site, providing expertise and guidance on standards, tools, and systems.
Collaborate directly with the DoM, Plant Manager, and the broader site leadership team to embed FP&R practices and drive site-wide engagement.
Lead FP&R assessments at the site, including scheduling, resource coordination, execution, reporting, and follow-up actions; ensure closure of findings from global and site self-assessments.
Monitor and report FP&R Key Performance Indicators (KPIs) and Key Activities Indicators ( KAIs) specific to the site; identify and pursue opportunities for performance improvements.
Partner with site teams to develop and deliver training in FP&R methodology, root cause analysis, and best-in-class operational practices.
Support site adoption and optimization of digital, data analytics, and automation tools to elevate reliability and performance.
Facilitate site-level workshops, campaigns, and initiatives targeting efficiency gains, risk mitigation, and directional needs.
Drive sustainability initiatives and ensure FP&R activities contribute to site environmental and operational goals.
Oversee onboarding processes for new FP&R team members, working with site HR and leadership to ensure a smooth transition and immediate impact.
Share best practices and learnings with other site FP&R leads and regional FP&R community; encourage cross-site collaboration.
Provide ongoing support and direction to DoM and Plant Manager regarding FP&R program compliance, issue resolution, and strategic challenges.",job,job
16486,1175,5,"Job Summary As a FAST Analytics Solutions Full-Time Associate within the Focused Analytics Solutions Team (FAST), you will have your professional growth and development supported throughout the program via project work related to your professional interests, mentorship, structured training sessions, and more.",location_sched,location_sched
30248,2106,10,"Work with data scientists and ML Ops team members to influence AI solution strategy and translate output to drive business comprehension, feedback collection, and solution adoption.",job,job
69326,4910,4,"Fundamental Components: Meets assigned sales, retention and profitability objectives and seeks opportunities for profitable growth.
Acts as strategic business partner to customers and producers to optimize the positioning of Aetna’s products and services and to attain profitability and membership objectives.
Draws from entire spectrum of product line and seeks opportunities to execute cross-sell strategies and add other lines of business.
Retains and cultivates a profitable book of business by coordinating the renewal process.
Works collaboratively within Aetna and across business functions to ensure customer needs are understood and key issues are addressed.
Thoroughly analyzes and reviews reports and utilization in order to consult with customers, implement appropriate interventions and drive mutually beneficial outcomes for the customer and Aetna.
Analyzes and reviews reports/data and utilization to assist the customers in understanding key drivers of benefits cost.
Recommends solutions based on data. Coordinates resources to ensure a successful case installation of new products and services.",comp_benefits,comp_benefits
29593,2055,13,#LI-Hybrid,location_sched,location_sched
3198,240,6,"As a core part of the team, you will contribute to innovations in storage systems, high availability, replication, query processing, and PostgreSQL engine internals, gaining deep experience in real-world distributed systems. You’ll work in a collaborative, high-growth environment where your ideas, curiosity, and academic expertise are valued and developed.",job,job
22171,1523,4,"About Meta: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.",blurb,blurb
62103,4409,7,#CherokeeFederal #LI-PY1 Cherokee Federal is a military friendly employer. Veterans and active military transitioning to civilian status are encouraged to apply.,dei_legal,dei_legal
9437,686,3,Responsibilities : Teach selected graduate courses within the multidisciplinary master’s degree programs. See website for details of programs: http://www.coe.neu.edu/graduate-school/multidisciplinary,job,job
27168,1870,0,"Overview Method+Mastery has an immediate opening for a talented, energetic, self-starting Social Intelligence Analyst to join our team and help our Fortune 50 clients maximize their marketing and communications efforts through research and media monitoring / reporting on a variety of global social and earned media campaigns. Our team is responsible for analyzing and synthesizing data to provide actionable insights and tactical recommendations to our clients. Positions are available in Texas, California, Maryland, Virginia, Illinois, Missouri, Massachusetts and Washington, D.C. This position offers the opportunity for a hybrid set-up with work from home and work from office flexibility.",blurb,blurb
27441,1891,37,Normal office working conditions. The noise level in the work environment is quiet to moderate.,job,job
43967,3163,10,"In addition, PNC generally provides the following paid time off, depending on your eligibility: maternity and/or parental leave; up to 11 paid holidays each year; 8 occasional absence days each year, unless otherwise required by law; between 15 to 25 vacation days each year, depending on career level; and years of service.",comp_benefits,comp_benefits
47378,3406,8,"Dominio avanzado de Python y experiencia con NLP, embeddings, LLMs y prácticas modernas de IA.",job,job
43526,3128,28,"Retirement and savings programs, such as our competitive 401(k) U.S. retirement savings plan",job,job
36871,2628,2,"HR Home Department
020150 INSTITUTIONAL RESEARCH Pay Grade
36",job,job
10207,745,8,"Strong problem-solving and communication skills
Experience developing Java-based enterprise web applications
Experience with front-end frameworks such as Angular, React, JSF or equivalent
Understanding of DevSecOps principles",job,job
55142,3921,2,"Working at the intersection of hardware and software, you'll collaborate closely with our architecture and design teams to co-develop the firmware and custom hardware that enables machine learning within our accelerator chips. Our mission is ambitious: to democratize access to industry-leading ML infrastructure and make deep learning capabilities accessible to everyday software developers. From the ground up, you'll help build the foundation that makes this vision possible.",blurb,blurb
68865,4877,6,"Chubb is a world leader in insurance. With operations in 54 countries, Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance, and life insurance to a diverse group of clients. The company is distinguished by its extensive product and service offerings, broad distribution capabilities, exceptional financial strength, underwriting excellence, superior claims handling expertise and local operations globally.",dei_legal,dei_legal
13568,996,11,"As an equal opportunity employer, we welcome applications from individuals with disabilities.",dei_legal,dei_legal
25561,1738,22,"Where you’ll be working
In this hybrid role, you'll have a defined work location that includes work from home and a minimum eight assigned office days per month that will be set by your manager.",location_sched,location_sched
34104,2421,18,At PNC we foster an inclusive and accessible workplace. We provide reasonable accommodations to employment applicants and qualified individuals with a disability who need an accommodation to perform the essential functions of their positions.,dei_legal,dei_legal
1355,108,5,"Pay Range: 140,000-160,000 plus Bonus How We Support You and Work Life Balance…",comp_benefits,comp_benefits
29254,2023,4,"Why Syneos Health We are passionate about developing our people, through career development and progression; supportive and engaged line management; technical and therapeutic area training; peer recognition and total rewards program.
We are committed to our Total Self culture – where you can authentically be yourself. Our Total Self culture is what unites us globally, and we are dedicated to taking care of our people.
We are continuously building the company we all want to work for and our customers want to work with. Why? Because when we bring together diversity of thoughts, backgrounds, cultures, and perspectives – we’re able to create a place where everyone feels like they belong.",dei_legal,dei_legal
67967,4813,6,"Responsibilities: Develop structured systems for the recruitment and management of creators and agencies.
Manage the empowering system of creators and agencies. Provide insights and strategies for creator growth based on data analysis and performance tracking.
Collaborate with the commercial team for the monetization of creators and agencies.
Collaborate with the content team to improve in-app content creation quality and increase target content production.
Collaborate with the recommendation team to ensure that the high-quality templates identified by the platform are produced and distributed more widely.
Qualifications",job,job
55499,3938,10,"Compensation: The typical starting salary for this position will be between $60,000 - $85,000 for experienced candidates. Actual pay will depend on experience and qualifications. Employees in this position can expect to receive benefits such as generous vacation, holidays and paid time off; competitive insurance and saving accounts; and retirement benefits.",comp_benefits,comp_benefits
26301,1804,8,"Perform data analysis on large volumes of data using data stories, data patterns, or other data engineering tools to ensure data reported represents expected business practices.
Perform analysis of documented business requirements to validate the scope.
Provide insights for the development efforts pertaining to various business requirements.
Liaise with technical and business groups, communicating effectively between the two entities.
Analyze documentation and technical specifications of any new application or data source under development or consideration to determine its intended functionality.
Create and maintain detailed test plans, test conditions, test criteria, test cases, test scripts, test cycles, test data, and issues logs.
Peer review and provide feedback for other team members’ work products.
Provide and/or participate in solution design.
Perform software administration of SAP Business Objects and/or other dashboarding tools.
Perform user security configuration in SAP Business Objects and/or other dashboarding tools.
Unit test code using manual and automated test processes.
Regression tests the application and reporting solutions when defects have been corrected and resubmitted.
Develop in-depth understanding of underlying data, data model, and court business domains to ensure reports meet expectations.
Ability to model data using tools like Business Object Information Design Tool or Tableau Prep.
Gathers report requirements and analyzes, develops and maintains operational, statistical, and management reports for a variety of stakeholders.
Addresses problem tickets to resolve issues within mission critical systems as assigned.
Work collaboratively to enhance or improve business processes via integration, or as necessary, minimize the impact of integration on those processes.
Development and testing of reports using Tableau Prep, Business Intelligence tools, Extract, Transform, and Load solutions, and/or SQL queries.
Evaluate results of integration efforts, then report and make recommendations based on findings.
Coordinate and perform in-depth tests, including end-user reviews, for modified and new systems.
Communicate data problems and issues to key stakeholders, including both technical and business end users.",job,job
27174,1870,6,"Nice to haves: Experience providing evaluative volumetric and content analysis with media monitoring tools such as Onclusive, Zignal, or Newswhip.
Experience with real-time listening for real-time engagement (i.e., crisis or event/launch).
Experience with tools such as Tableau, Google Looker Studio, or Microsoft Power BI.
Experience with the Google suite of tools (Google Sheets, Google AI Studio, or Google Cloud Platform).
Experience with Google Analytics or other web analytics tools.
Experience with market research and consumer profiling tools such as YouGov, MRI Simmons, or GlobalWebIndex.
Experience with paid media and social boosting measurement.
Experience with influencer performance program development and measurement.
Experience using AI tools to create more efficient processes without sacrificing quality or integrity.",job,job
43583,3135,13,"​ Benefits may vary depending on the nature of employment and the country work location. Employees have day one access to medical, dental, and vision insurance, a 401(k) savings plan with company match, paid parental leave, short-term and long-term disability coverage, life insurance, wellbeing benefits, among others. Employees also receive 10 paid holidays per year, 10 paid sick days per year and 17 days of Paid Personal Time (prorated upon hire with increasing accruals by tenure).",dei_legal,dei_legal
66671,4716,0,"JOB
Anticipated Hiring Range: $65,436.80 - $78,520.00 Annually, DOQ/E The Town of Castle Rock’s future and the quality of that depend on the choices we make today. Do you want to be part of a team that make decisions that work now while preserving and protecting Castle Rock’s identity and quality of life for the future? We value teamwork, cooperation, and quality communication. We strive to provide exceptional public service to our customers and encourage creativity and innovation. We welcome all that share those values to apply.",blurb,blurb
13133,954,1,"EXAMPLE OF DUTIES
Population Health EpidemiologyMust commit to a learning mindset and continuous improvement regarding the practice of diversity, equity, and inclusion in all aspects of work within Adams County and The Department of Public Health including management style, work style, training, communication, and evaluation.Data Modernization & InformaticsAssist the development and population of health department data systems, supporting cross-program data integration, documentation, and governance.Create and manage web-based dashboards, portals, and data applications that allow for internal decision-making and public transparency.Design and implement workflows and ETL processes that improve data quality, reduce duplication, and support operational efficiency.Build and automate reporting systems that allow for real-time tracking of program metrics (PMQI, KPIs) and public health surveillance data.Ensure compliance with data standards (e.g., HIPAA, FERPA), and uphold rigorous data privacy and security protocols.Training, Capacity Building & CollaborationDeliver technical assistance and training to staff and partners on data literacy, dashboard interpretation, and use of data systems.Collaborate with epidemiologists, program managers, IT teams, and community-based organizations to align efforts with ACHD’s strategic goals.Support change management efforts by documenting processes, gathering user feedback, and adapting tools to user needs.Emergency Preparedness DutiesResponds, as required, to support public health emergencies, incidents, and events.Participates in all exercises and drills to support the agency’s emergency preparedness mission, as required. Completes trainings identified as appropriate for the position.HIPAA StatementMaintain sensitive & confidential client information according to the HIPAA policy.",dei_legal,dei_legal
19155,1340,1,"Bachelor’s or Master’s degree in Computer Science, Mathematics, or Statistics preferred.
5+ years of analytics background with programming experience in Python required.
Experienced with the development and implementation of machine learning and statistical models.
Ability to write and maintain custom classes.
Experience in the Insurance or Financial services industry is required.
Experience hosting machine learning models as APIs preferred (i.e., experience with Docker, MLFlow, or Flask)
Collaboration, knowledge sharing, and keeping up to date on emerging industry trends.
Passion for solving business problems through analytics.
A good understanding of databases and approaches to extracting data.",comp_benefits,comp_benefits
19628,1368,25,Diversity & Inclusion ​,dei_legal,dei_legal
22916,1566,19,​ Why Join Us,job,job
15379,1114,22,"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and we also have offices in New York City, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.",blurb,blurb
15507,1121,7,"Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.",blurb,blurb
17534,1243,35,"The base pay range represents the anticipated low and high end of the pay range for this position. Actual pay rates will vary and will be based on various factors, such as your qualifications, skills, competencies, and proficiency for the role. Base pay is one component of WEX's total compensation package. Most sales positions are eligible for commission under the terms of an applicable plan. Non-sales roles are typically eligible for a quarterly or annual bonus based on their role and applicable plan. WEX's comprehensive and market competitive benefits are designed to support your personal and professional well-being. Benefits include health, dental and vision insurances, retirement savings plan, paid time off, health savings account, flexible spending accounts, life insurance, disability insurance, tuition reimbursement, and more. For more information, check out the ""About Us"" section.",dei_legal,dei_legal
19031,1332,5,"The actual compensation offer is determined based on job-related knowledge, education, skills, experience, and work location. This position will be eligible for performance-based incentives as part of the total compensation package, in addition to a full range of benefits including:",comp_benefits,comp_benefits
37003,2637,10,We are proud to offer a full suite of health and wealth benefits for you and your loved ones. Below are a few of the key highlights of the many benefits we provide.,comp_benefits,comp_benefits
35569,2526,31,"For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com",blurb,blurb
17905,1264,6,"401(k)
Dental insurance
Health insurance
Vision insurance Application Question(s):",blurb,blurb
3283,245,17,"EY accepts applications for this position on an on-going basis. If you can demonstrate that you meet the criteria above, please contact us as soon as possible.",job,job
65697,4660,6,"EEO Category
E-Paraprofessional Full Time or Part Time
Full Time",dei_legal,dei_legal
52420,3744,19,"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and we also have offices in New York City, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.",blurb,blurb
28747,1989,1,6 years of experience with cloud native architecture in a customer-facing or support role.,job,job
21186,1463,7,Skills and Experience You Are:,job,job
14985,1094,25,"​ We strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. Every challenge is an opportunity to learn and innovate as one team. We're resilient and embrace challenges as they come. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our company, and our users. When we create and grow together, the possibilities are limitless. Join us.",job,job
55892,3961,30,"Discover complies with federal, state, and local laws applicable to qualified individuals with disabilities and is committed to providing reasonable accommodations. If you require a reasonable accommodation to search for a position, to complete an application, and/or to participate in an interview, please email HireAccommodation@discover.com . Any information you provide regarding your accommodation needs will be kept confidential and will only be used to determine and provide necessary accommodation.",dei_legal,dei_legal
27555,1899,12,"Pay is based on several factors including but not limited to local labor markets, education, work experience, certifications, etc. In addition to your salary, we offer benefits such as, a comprehensive benefits package, incentive and recognition programs, equity stock purchase and 401k contribution (all benefits are subject to eligibility requirements). No matter where or when you begin a career with us, you’ll find a far-reaching choice of benefits and incentives. The salary for this role will range from $71,200 to $127,200 annually based on full-time employment. We comply with all minimum wage laws as applicable.",comp_benefits,comp_benefits
6650,487,17,"​ For Los Angeles County (unincorporated) Candidates:
​",job,job
58686,4162,11,Certification/Licensure No specific certification or licensure requirements,job,job
3350,249,25,"TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",dei_legal,dei_legal
37450,2664,22,"Reasonable Accommodations Statement
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Reasonable Accommodations may be made to enable qualified individuals with disabilities to perform the essential functions.",dei_legal,dei_legal
